"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Foul Watcher","mh2","Near Mint","English","foil","","2024-01-11 08:24:12.623000","43","False","False",""
"5","5","Free from Flesh","one","Near Mint","English","","","2024-01-11 07:29:12.153000","131","False","False",""
"1","1","Furnace Celebration","cmr","Near Mint","English","","","2024-01-11 09:07:28.980000","181","False","False",""
"3","3","Furnace Punisher","one","Near Mint","English","","","2024-01-11 07:07:55.750000","132","False","False",""
"2","2","Furnace Punisher","one","Near Mint","English","","","2023-12-27 06:52:27.420000","291","False","False",""
"1","1","Furnace Skullbomb","one","Near Mint","English","","","2023-12-27 06:35:19.787000","228","False","False",""
"3","3","Furnace Strider","one","Near Mint","English","","","2024-01-11 07:08:27.120000","133","False","False",""
"1","1","Fyndhorn Elves","cmr","Near Mint","English","","","2024-01-11 07:16:14.860000","228","False","False",""
"2","2","Galvanic Relay","mh2","Near Mint","English","","","2024-01-11 07:30:03.490000","406","False","False",""
"3","3","Galvanic Relay","mh2","Near Mint","English","","","2024-01-11 07:29:51.670000","127","False","False",""
"1","1","Geier Reach Sanitarium","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1000","False","False",""
"1","1","Geode Golem","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","386","False","False",""
"1","1","Geode Rager","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","144","False","False",""
"1","1","Geth, Thane of Contracts","one","Near Mint","English","","","2023-12-27 05:40:25.017000","306","False","False",""
"1","1","Geth, Thane of Contracts","one","Near Mint","English","","","2024-01-11 07:48:03.120000","95","False","False",""
"1","1","Gilt-Blade Prowler","mh2","Near Mint","English","","","2024-01-11 08:14:41.470000","86","False","False",""
"1","1","Gilt-Leaf Winnower","cmr","Near Mint","English","","","2024-01-11 08:11:42.973000","130","False","False",""
"1","1","Gisa and Geralf","emn","Near Mint","English","","","2023-12-28 01:10:19.387000","183","False","False",""
"2","2","Gitaxian Anatomist","one","Near Mint","English","","","2024-01-11 08:33:20.290000","52","False","False",""
"1","1","Gitaxian Anatomist","one","Near Mint","English","foil","","2024-01-11 08:33:03.063000","52","False","False",""
"2","2","Gitaxian Raptor","one","Near Mint","English","","","2024-01-11 08:18:50.860000","53","False","False",""
"1","1","Gix's Command","bro","Near Mint","English","","","2024-01-11 07:47:53.650000","97","False","False",""
"2","2","Gleeful Demolition","one","Near Mint","English","","","2024-01-11 07:29:23.020000","134","False","False",""
"1","1","Gleeful Demolition","one","Near Mint","English","foil","","2024-01-11 07:29:31.263000","134","False","False",""
"1","1","Glissa Sunslayer","one","Near Mint","English","","","2023-12-27 06:36:55.343000","202","False","False",""
"1","1","Glissa Sunslayer","one","Near Mint","English","","","2023-12-27 06:22:26.437000","318","False","False",""
"1","1","Glistener Seer","one","Near Mint","English","","","2023-12-27 06:44:50.247000","54","False","False",""
"1","1","Glistener Seer","one","Near Mint","English","foil","","2023-12-27 06:48:17.730000","54","False","False",""
"1","1","Gnarlback Rhino","2x2","Near Mint","English","","","2024-01-11 07:13:30.503000","148","False","False",""
"2","2","Gnawing Vermin","bro","Near Mint","English","","","2024-01-11 08:14:05.553000","101","False","False",""
"1","1","Go for the Throat","mic","Near Mint","English","","","2024-01-11 08:42:46.403000","119","False","False",""
"2","2","Goblin Turncoat","dmr","Near Mint","English","","","2024-01-11 08:40:01.813000","87","False","False",""
"3","3","Goldwarden's Helm","one","Near Mint","English","","","2024-01-11 07:44:57.047000","13","False","False",""
"1","1","Gollum, Patient Plotter","ltr","Near Mint","English","","","2023-12-28 00:56:26.390000","84","False","False",""
"1","1","Goring Warplow","bro","Near Mint","English","","","2024-01-11 08:17:20.417000","120","False","False",""
"1","1","Goring Warplow","bro","Near Mint","English","foil","","2024-01-11 08:17:27.363000","120","False","False",""
"1","1","Graaz, Unstoppable Juggernaut","one","Near Mint","English","","","2023-12-27 06:23:14.347000","229","False","False",""
"1","1","Grafted Wargear","cmr","Near Mint","English","foil","","2024-01-11 09:04:45.570000","312","False","False",""
"1","1","Grand Arbiter Augustin IV","2x2","Near Mint","English","","","2024-01-11 08:56:28.177000","221","False","False",""
"1","1","Gravity Negator","ogw","Near Mint","English","","","2024-01-14 06:13:12.600000","45","False","False",""
"1","1","Griffin Aerie","wot","Near Mint","English","","","2023-12-28 01:08:49.957000","5","False","False",""
"1","1","Guardian Kirin","mh2","Near Mint","English","","","2024-01-11 07:33:03.807000","15","False","False",""
"1","1","Guardians of Oboro","neo","Near Mint","English","foil","","2024-01-11 08:23:49.933000","56","False","False",""
"1","1","Guildless Commons","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1003","False","False",""
"1","1","Gulping Scraptrap","one","Near Mint","English","","","2023-12-27 06:53:45.040000","96","False","False",""
"1","1","Guttersnipe","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","145","False","False",""
"1","1","Hamlet Captain","emn","Near Mint","English","","","2024-01-11 09:09:06.763000","161","False","False",""
"1","1","Hangarback Walker","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","951","False","False",""
"1","1","Hate Mirage","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","146","False","False",""
"1","1","Haughty Djinn","dmu","Near Mint","English","foil","","2023-12-28 01:06:28.810000","52","False","False",""
"1","1","Hazardous Blast","one","Near Mint","English","","","2023-12-27 06:32:47.010000","135","False","False",""
"1","1","Healer's Flock","mh2","Near Mint","English","","","2024-01-11 07:32:56.863000","16","False","False",""
"1","1","Hedron Archive","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","952","False","False",""
"1","1","Heiko Yamazaki, the General","neo","Near Mint","English","","","2024-01-11 07:08:45.563000","321","False","False",""
"1","1","Hell Mongrel","mh2","Near Mint","English","","","2024-01-11 08:14:21.947000","88","False","False",""
"1","1","Hero of the Games","2x2","Near Mint","English","foil","","2024-01-11 09:06:58.470000","112","False","False",""
"1","1","Hexgold Halberd","one","Near Mint","English","","","2023-12-27 06:36:09.747000","136","False","False",""
"1","1","Hexgold Hoverwings","one","Near Mint","English","","","2023-12-27 06:36:18.043000","14","False","False",""
"3","3","Hexgold Slash","one","Near Mint","English","","","2024-01-11 07:25:32.970000","137","False","False",""
"1","1","Hithlain Knots","ltr","Near Mint","English","","","2023-12-28 00:57:09.547000","54","False","False",""
"1","1","Hookhand Mariner // Riphook Raider","vow","Near Mint","English","","","2023-12-28 00:53:26.073000","203","False","False",""
"1","1","Hopeful Vigil","woe","Near Mint","English","","","2023-12-28 01:10:07.853000","17","False","False",""
"1","1","Howling Golem","cmr","Near Mint","English","","","2024-01-11 09:00:25.300000","316","False","False",""
"1","1","Ichor Slick","dmr","Near Mint","English","","","2024-01-11 08:45:19.577000","90","False","False",""
"1","1","Ichor Synthesizer","one","Near Mint","English","","","2023-12-27 06:49:58.540000","55","False","False",""
"1","1","Ichor Synthesizer","one","Near Mint","English","foil","","2023-12-27 06:23:29.047000","55","False","False",""
"4","4","Ichorplate Golem","one","Near Mint","English","","","2024-01-11 08:59:58.830000","230","False","False",""
"2","2","Ichorspit Basilisk","one","Near Mint","English","","","2024-01-11 07:18:00.980000","170","False","False",""
"1","1","Impulse","dmr","Near Mint","English","","","2024-01-11 08:28:40.503000","56","False","False",""
"1","1","In Thrall to the Pit","dmu","Near Mint","English","","","2023-12-28 01:08:27.303000","132","False","False",""
"3","3","Incisor Glider","one","Near Mint","English","","","2024-01-11 07:36:48.293000","15","False","False",""
"3","3","Incubation Sac","one","Near Mint","English","","","2024-01-11 08:39:10.653000","171","False","False",""
"1","1","Incubator Drone","bfz","Near Mint","English","","","2024-01-14 06:12:29.907000","60","False","False",""
"1","1","Indoctrination Attendant","one","Near Mint","English","","","2023-12-27 05:57:01.167000","16","False","False",""
"1","1","Indulgent Tormentor","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","81","False","False",""
"3","3","Infectious Bite","one","Near Mint","English","","","2024-01-11 09:14:01.773000","172","False","False",""
"2","2","Infectious Inquiry","one","Near Mint","English","","","2024-01-11 08:44:14.220000","97","False","False",""
"3","3","Infested Fleshcutter","one","Near Mint","English","","","2024-01-11 07:44:38.297000","17","False","False",""
"1","1","Ingenious Artillerist","clb","Near Mint","English","foil","","2024-01-11 07:01:41.250000","182","False","False",""
"1","1","Ingenuity Engine","cmr","Near Mint","English","","","2024-01-11 09:04:24.480000","317","False","False",""
"1","1","Inkrise Infiltrator","neo","Near Mint","English","","","2024-01-11 08:15:04.380000","100","False","False",""
"1","1","Innocent Traveler // Malicious Invader","vow","Near Mint","English","","","2024-01-11 08:13:57.993000","294","False","False",""
"1","1","Intrepid Provisioner","soi","Near Mint","English","","","2024-01-11 09:09:27.630000","213","False","False",""
"1","1","Invade the City","war","Near Mint","English","","","2023-12-27 06:43:46.777000","201","False","False",""
"1","1","Investigator's Journal","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","956","False","False",""
"2","2","Iona's Judgment","cmr","Near Mint","English","","","2024-01-11 07:43:37.713000","25","False","False",""
"1","1","Ironclad Slayer","emn","Near Mint","English","","","2024-01-11 07:36:39.910000","31","False","False",""
"1","1","It That Betrays","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","805","False","False",""
"1","1","Ivory Tower","brr","Near Mint","English","","","2024-01-11 09:02:55.417000","23","False","False",""
"1","1","Jackhammer","snc","Near Mint","English","","","2023-12-28 01:02:15.617000","111","False","False",""
"1","1","Jade Avenger","mh2","Near Mint","English","","","2024-01-11 09:09:49.970000","356","False","False",""
"1","1","Jadelight Spelunker","lci","Near Mint","English","foil","","2023-12-27 07:07:58.777000","403","False","False",""
"3","3","Jawbone Duelist","one","Near Mint","English","","","2024-01-11 07:36:57.393000","18","False","False",""
"1","1","Jolrael, Voice of Zhalfir","mat","Near Mint","English","foil","","2023-12-27 07:08:24.693000","230","False","False",""
"1","1","Jukai Preserver","neo","Near Mint","English","","","2024-01-11 09:09:59.910000","195","False","False",""
"1","1","Jukai Trainee","neo","Near Mint","English","","","2024-01-11 09:10:31.287000","326","False","False",""
"1","1","Jukai Trainee","neo","Near Mint","English","","","2024-01-11 09:10:10.480000","196","False","False",""
"1","1","Kaervek the Merciless","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","233","False","False",""
"1","1","Kaito, Dancing Shadow","one","Near Mint","English","","","2023-12-27 06:09:28.543000","204","False","False",""
"1","1","Kaldra Compleat","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","958","False","False",""
"1","1","Kamiz, Obscura Oculus","ncc","Near Mint","English","","","2023-12-28 00:57:42.333000","3","False","False",""
"1","1","Kardur, Doomscourge","scd","Near Mint","English","etched","","2023-12-27 05:13:11.847000","5","False","False",""
"1","1","Karumonix, the Rat King","one","Near Mint","English","","","2024-01-11 07:48:12.967000","98","False","False",""
"1","1","Kazuul, Tyrant of the Cliffs","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","148","False","False",""
"1","1","Keen-Eared Sentry","afr","Near Mint","English","foil","","2024-01-11 07:37:07.167000","22","False","False",""
"1","1","Kethek, Crucible Goliath","one","Near Mint","English","","","2023-12-27 06:36:43.683000","319","False","False",""
"1","1","Kinsbaile Courier","cmr","Near Mint","English","","","2024-01-11 07:37:38.947000","29","False","False",""
"1","1","Kitt Kanto, Mayhem Diva","ncc","Near Mint","English","","","2023-12-28 01:03:40.537000","4","False","False",""
"1","1","Kjeldoran Gargoyle","dmr","Near Mint","English","","","2024-01-11 07:37:28.483000","11","False","False",""
"1","1","Kodama of the East Tree","cmr","Near Mint","English","","","2024-01-11 07:13:51.387000","239","False","False",""
"1","1","Kor Cartographer","cmr","Near Mint","English","foil","","2024-01-11 07:37:50.597000","30","False","False",""
"1","1","Koth, Fire of Resistance","one","Near Mint","English","","","2023-12-27 06:48:45.487000","338","False","False",""
"1","1","Kozilek, the Great Distortion","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","2","False","False",""
"1","1","Kozilek's Pathfinder","ogw","Near Mint","English","","","2024-01-14 06:12:42.743000","5","False","False",""
"1","1","Kozilek's Sentinel","bfz","Near Mint","English","","","2024-01-14 06:13:02.970000","129","False","False",""
"1","1","Kozilek's Translator","ogw","Near Mint","English","","","2024-01-14 06:12:52.203000","74","False","False",""
"1","1","Krosan Restorer","dmr","Near Mint","English","","","2024-01-11 09:10:42.990000","168","False","False",""
"3","3","Kuldotha Cackler","one","Near Mint","English","","","2024-01-11 07:08:04.617000","139","False","False",""
"1","1","Landscaper Colos","mh2","Near Mint","English","","","2024-01-11 07:32:02.617000","18","False","False",""
"1","1","Lantern of the Lost","vow","Near Mint","English","","","2023-12-28 00:53:44.463000","259","False","False",""
"1","1","Lattice-Blade Mantis","one","Near Mint","English","","","2023-12-27 05:22:21.400000","173","False","False",""
"2","2","Leonin Lightbringer","one","Near Mint","English","","","2024-01-11 07:39:06.137000","20","False","False",""
"1","1","Leonin Lightbringer","one","Near Mint","English","foil","","2024-01-11 07:38:28.000000","20","False","False",""
"1","1","Lifecrafter's Bestiary","ncc","Near Mint","English","","","2024-01-11 09:01:01.437000","370","False","False",""
"1","1","Lifecrafter's Gift","cmr","Near Mint","English","","","2024-01-11 09:12:21.777000","240","False","False",""
"1","1","Lightning Greaves","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","269","False","False",""
"1","1","Lightning Greaves","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","398","False","False",""
"1","1","Liquimetal Coating","brr","Near Mint","English","","","2024-01-11 09:02:46.023000","28","False","False",""
"1","1","Liquimetal Coating","brr","Near Mint","English","foil","","2024-01-11 09:03:32.947000","28","False","False",""
"1","1","Loran, Disciple of History","bro","Near Mint","English","","","2024-01-11 07:32:46.183000","13","False","False",""
"1","1","Lucid Dreams","mh2","Near Mint","English","","","2024-01-11 08:29:30.390000","50","False","False",""
"1","1","Lukka, Bound to Ruin","one","Near Mint","English","","","2023-12-27 06:58:39.397000","207","False","False",""
"1","1","Lunar Rejection","vow","Near Mint","English","","","2023-12-28 00:52:52.887000","67","False","False",""
"1","1","Lunarch Veteran // Luminous Phantom","dbl","Near Mint","English","","","2024-01-11 07:32:34.153000","27","False","False",""
"1","1","Maalfeld Twins","cmr","Near Mint","English","","","2024-01-11 07:49:54.123000","132","False","False",""
"1","1","Mage-Ring Network","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1009","False","False",""
"1","1","Magmatic Force","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","150","False","False",""
"1","1","Magmatic Sprinter","one","Near Mint","English","","","2023-12-27 05:18:59.660000","140","False","False",""
"1","1","Malcator's Watcher","one","Near Mint","English","","","2023-12-27 06:00:56.573000","58","False","False",""
"1","1","Mana Geyser","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","151","False","False",""
"4","4","Mandible Justiciar","one","Near Mint","English","","","2024-01-11 07:38:37.447000","21","False","False",""
"1","1","Man-o'-War","dmr","Near Mint","English","","","2024-01-11 08:24:54.223000","58","False","False",""
"1","1","Marble Diamond","cmr","Near Mint","English","","","2024-01-11 07:44:06.113000","323","False","False",""
"2","2","Marble Gargoyle","mh2","Near Mint","English","","","2024-01-11 08:51:23.730000","382","False","False",""
"1","1","Mask of Memory","cmr","Near Mint","English","","","2024-01-11 09:04:02.340000","324","False","False",""
"1","1","Matter Reshaper","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","806","False","False",""
"1","1","Maw of Kozilek","ogw","Near Mint","English","","","2024-01-14 06:12:00.303000","99","False","False",""
"2","2","Maze Skullbomb","one","Near Mint","English","","","2024-01-11 08:39:02.930000","231","False","False",""
"1","1","Mazemind Tome","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","959","False","False",""
"1","1","Maze's Mantle","one","Near Mint","English","","","2023-12-27 06:32:37.310000","174","False","False",""
"2","2","Meldweb Curator","one","Near Mint","English","","","2024-01-11 08:20:11.383000","59","False","False",""
"1","1","Meldweb Strider","one","Near Mint","English","","","2023-12-27 05:22:09.463000","60","False","False",""
"1","1","Melira, the Living Cure","one","Near Mint","English","","","2023-12-27 05:52:11.733000","209","False","False",""
"1","1","Mental Journey","mh2","Near Mint","English","","","2024-01-11 08:28:30.287000","51","False","False",""
"1","1","Mercurial Spelldancer","one","Near Mint","English","","","2023-12-27 06:48:29.550000","61","False","False",""
"1","1","Mercurial Spelldancer","one","Near Mint","English","foil","","2023-12-27 06:37:35.390000","61","False","False",""
"1","1","Mesmerizing Dose","one","Near Mint","English","","","2023-12-27 06:50:08.023000","62","False","False",""
"1","1","Mesmerizing Dose","one","Near Mint","English","foil","","2024-01-11 08:30:28.617000","62","False","False",""
"1","1","Metalwork Colossus","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","960","False","False",""
"1","1","Meteor Golem","cmr","Near Mint","English","","","2024-01-11 08:57:18.327000","325","False","False",""
"1","1","Meteor Golem","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","399","False","False",""
"1","1","Military Discipline","bro","Near Mint","English","","","2024-01-11 08:52:48.223000","17","False","False",""
"1","1","Militia Bugler","2x2","Near Mint","English","","","2024-01-11 08:51:12.977000","19","False","False",""
"1","1","Mind Raker","bfz","Near Mint","English","","","2024-01-14 06:12:10.040000","95","False","False",""
"1","1","Mind Stone","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","961","False","False",""
"3","3","Minor Misstep","one","Near Mint","English","","","2024-01-11 08:27:35.547000","64","False","False",""
"1","1","Mirage Mirror","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","962","False","False",""
"3","3","Mirran Bardiche","one","Near Mint","English","","","2024-01-11 07:45:06.277000","22","False","False",""
"1","1","Mirran Bardiche","one","Near Mint","English","foil","","2023-12-27 05:55:34.857000","22","False","False",""
"1","1","Mirrex","one","Near Mint","English","","","2023-12-27 06:43:03.010000","254","False","False",""
"1","1","Mirrorpool","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1010","False","False",""
"1","1","Mishra's Research Desk","bro","Near Mint","English","foil","","2024-01-11 09:07:18.250000","162","False","False",""
"1","1","Mist Intruder","bfz","Near Mint","English","","","2024-01-14 06:11:50.940000","61","False","False",""
"1","1","Mogg Salvage","mh2","Near Mint","English","","","2024-01-11 07:26:28.807000","282","False","False",""
"2","2","Molder Beast","cmr","Near Mint","English","","","2024-01-11 09:11:55.420000","243","False","False",""
"1","1","Molten Rebuke","one","Near Mint","English","","","2023-12-27 05:18:00.070000","141","False","False",""
"1","1","Molten Rebuke","one","Near Mint","English","foil","","2023-12-27 05:39:39.747000","141","False","False",""
"1","1","Molten Slagheap","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","309","False","False",""
"1","1","Monument to Perfection","one","Near Mint","English","","","2023-12-27 06:40:11.663000","233","False","False",""
"1","1","Moon-Circuit Hacker","neo","Near Mint","English","","","2024-01-11 08:24:36.237000","67","False","False",""
"1","1","Moon-Circuit Hacker","neo","Near Mint","English","foil","","2024-01-11 08:24:29.073000","67","False","False",""
"1","1","Mordenkainen's Polymorph","afr","Near Mint","English","","","2024-01-11 08:28:09.237000","65","False","False",""
"2","2","Moss Diamond","cmr","Near Mint","English","","","2024-01-11 09:16:26.580000","327","False","False",""
"7","7","Mountain","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","348","False","False",""
"7","7","Mountain","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","345","False","False",""
"1","1","Murk Strider","bfz","Near Mint","English","","","2024-01-14 06:12:18.313000","62","False","False",""
"3","3","Myr Convert","one","Near Mint","English","","","2024-01-11 09:00:10.030000","234","False","False",""
"4","4","Myr Convert","one","Near Mint","English","","","2024-01-11 09:00:16.473000","297","False","False",""
"2","2","Myr Custodian","one","Near Mint","English","","","2024-01-11 08:59:42.733000","235","False","False",""
"1","1","Myr Custodian","one","Near Mint","English","foil","","2023-12-27 06:16:38.980000","235","False","False",""
"2","2","Myr Kinsmith","one","Near Mint","English","","","2024-01-11 08:58:28.913000","236","False","False",""
"1","1","Myriad Construct","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","963","False","False",""
"1","1","Myriad Landscape","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","311","False","False",""
"1","1","Mystic Forge","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","964","False","False",""
"1","1","Nahiri's Sacrifice","one","Near Mint","English","","","2023-12-27 07:04:57.410000","142","False","False",""
"1","1","Najal, the Storm Runner","dmu","Near Mint","English","","","2023-12-28 01:07:26.110000","208","False","False",""
"1","1","Necrogen Communion","one","Near Mint","English","","","2023-12-27 07:02:06.587000","99","False","False",""
"2","2","Necrogen Rotpriest","one","Near Mint","English","","","2023-12-28 01:05:18.280000","212","False","False",""
"3","3","Necrogen Rotpriest","one","Near Mint","English","","","2023-12-27 06:30:30.197000","296","False","False",""
"1","1","Necrogoyf","mh2","Near Mint","English","","","2024-01-11 07:47:02.877000","93","False","False",""
"2","2","Necrosquito","one","Near Mint","English","","","2024-01-11 08:12:32.117000","100","False","False",""
"1","1","Nightscape Familiar","dmr","Near Mint","English","","","2024-01-11 08:40:35.693000","94","False","False",""
"1","1","Nihil Spellbomb","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","270","False","False",""
"2","2","Nimraiser Paladin","one","Near Mint","English","","","2023-12-27 06:30:18.837000","101","False","False",""
"1","1","Nimraiser Paladin","one","Near Mint","English","foil","","2024-01-11 07:50:06.000000","101","False","False",""
"1","1","Norika Yamazaki, the Poet","neo","Near Mint","English","","","2024-01-11 07:34:27.683000","31","False","False",""
"1","1","Norn's Wellspring","one","Near Mint","English","","","2023-12-27 06:54:39.390000","24","False","False",""
"1","1","Norn's Wellspring","one","Near Mint","English","foil","","2024-01-11 07:33:50.897000","24","False","False",""
"1","1","Not of This World","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","807","False","False",""
"2","2","Noxious Assault","one","Near Mint","English","","","2023-12-27 06:56:42.553000","176","False","False",""
"1","1","Noxious Gearhulk","ncc","Near Mint","English","","","2024-01-11 07:47:41.797000","254","False","False",""
"1","1","Ob Nixilis Reignited","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","96","False","False",""
"1","1","Oblivion Sower","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","808","False","False",""
"1","1","Obsidian Charmaw","mh2","Near Mint","English","","","2024-01-11 07:02:25.530000","137","False","False",""
"3","3","Offer Immortality","one","Near Mint","English","","","2024-01-11 08:42:25.693000","102","False","False",""
"2","2","Oil-Gorger Troll","one","Near Mint","English","","","2024-01-11 07:18:24.117000","177","False","False",""
"1","1","Okiba Reckoner Raid // Nezumi Road Captain","neo","Near Mint","English","","","2024-01-11 08:46:28.960000","117","False","False",""
"1","1","Okiba Reckoner Raid // Nezumi Road Captain","neo","Near Mint","English","foil","","2024-01-11 08:45:54.870000","117","False","False",""
"1","1","Omarthis, Ghostfire Initiate","cmm","Near Mint","English","foil","","2024-01-10 21:41:01.887000","708","False","False",""
"3","3","Open the Armory","soi","Near Mint","English","","","2024-01-11 07:43:23.500000","32","False","False",""
"1","1","Oracle of Dust","bfz","Near Mint","English","","","2024-01-14 06:11:43.963000","63","False","False",""
"1","1","Ornithopter of Paradise","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","966","False","False",""
"1","1","Orthion, Hero of Lavabrink","mom","Near Mint","English","","","2024-01-07 10:40:02.897000","334","False","False",""
"2","2","Orthodoxy Enforcer","one","Near Mint","English","","","2024-01-11 07:38:12.440000","25","False","False",""
"3","3","Ossification","one","Near Mint","English","","","2024-01-11 07:45:25.270000","26","False","False",""
"1","1","Oxidda Finisher","one","Near Mint","English","","","2023-12-27 06:33:27.520000","143","False","False",""
"1","1","Painful Quandary","bro","Near Mint","English","","","2024-01-11 07:48:25.520000","111","False","False",""
"1","1","Palace Sentinels","cmr","Near Mint","English","","","2024-01-11 07:39:32.447000","36","False","False",""
"2","2","Paladin of Predation","one","Near Mint","English","","","2023-12-27 06:56:54.370000","178","False","False",""
"1","1","Palladium Myr","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","967","False","False",""
"1","1","Papercraft Decoy","neo","Near Mint","English","","","2024-01-11 08:58:43.773000","253","False","False",""
"2","2","Peerless Samurai","neo","Near Mint","English","","","2024-01-11 09:06:48.947000","322","False","False",""
"1","1","Pennon Blade","cmr","Near Mint","English","foil","","2024-01-11 09:04:13.563000","329","False","False",""
"2","2","Perilous Myr","cmr","Near Mint","English","","","2024-01-11 09:00:34.107000","330","False","False",""
"1","1","Perilous Vault","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","968","False","False",""
"1","1","Persistent Specimen","vow","Near Mint","English","","","2023-12-28 00:55:03.837000","125","False","False",""
"3","3","Pestilent Syphoner","one","Near Mint","English","","","2024-01-11 08:41:00.337000","103","False","False",""
"1","1","Pestilent Syphoner","one","Near Mint","English","foil","","2023-12-27 06:31:29.197000","103","False","False",""
"1","1","Phyrexian Arena","one","Near Mint","English","","","2023-12-27 05:45:45.683000","104","False","False",""
"1","1","Phyrexian Atlas","one","Near Mint","English","","","2023-12-27 06:59:41.840000","237","False","False",""
"1","1","Phyrexian Debaser","dmr","Near Mint","English","","","2024-01-11 08:40:52.157000","97","False","False",""
"3","3","Phyrexian Rager","cmr","Near Mint","English","","","2024-01-11 08:41:28.847000","142","False","False",""
"1","1","Phyrexian Rager","cmr","Near Mint","English","foil","","2024-01-11 08:12:23.867000","142","False","False",""
"1","1","Phyrexian Triniform","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","969","False","False",""
"1","1","Phyrexian Vindicator","one","Near Mint","English","","","2023-12-27 06:52:14.650000","27","False","False",""
"1","1","Phyrexian Walker","plist","Near Mint","English","","","2023-12-27 06:20:08.400000","885","False","False",""
"1","1","Picnic Ruiner // Stolen Goodies","woe","Near Mint","English","","","2023-12-28 01:09:00.417000","232","False","False",""
"2","2","Pilgrim's Eye","cmr","Near Mint","English","","","2024-01-11 08:58:09.043000","332","False","False",""
"1","1","Pippin's Bravery","ltr","Near Mint","English","","","2023-12-28 00:55:45.370000","414","False","False",""
"1","1","Pirate's Cutlass","cmr","Near Mint","English","","","2024-01-11 09:01:12.213000","333","False","False",""
"1","1","Plague Nurse","one","Near Mint","English","","","2023-12-27 06:44:43.410000","179","False","False",""
"3","3","Planar Disruption","one","Near Mint","English","","","2024-01-11 07:45:42.183000","28","False","False",""
"1","1","Plasma Jockey","snc","Near Mint","English","","","2023-12-28 01:02:01.460000","115","False","False",""
"2","2","Plated Onslaught","one","Near Mint","English","","","2024-01-11 07:31:44.897000","29","False","False",""
"1","1","Plated Onslaught","one","Near Mint","English","foil","","2023-12-27 06:19:53.980000","29","False","False",""
"2","2","Porcelain Zealot","one","Near Mint","English","","","2023-12-27 06:08:57.033000","30","False","False",""
"1","1","Powerstone Engineer","bro","Near Mint","English","","","2024-01-11 07:39:23.947000","20","False","False",""
"1","1","Prava of the Steel Legion","cmr","Near Mint","English","","","2024-01-11 07:34:36.073000","38","False","False",""
"1","1","Predation Steward","one","Near Mint","English","","","2023-12-27 05:27:33.757000","180","False","False",""
"1","1","Predation Steward","one","Near Mint","English","foil","","2024-01-11 07:17:28.933000","180","False","False",""
"1","1","Priest of Ancient Lore","afr","Near Mint","English","","","2024-01-11 07:39:15.460000","35","False","False",""
"1","1","Profane Command","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","99","False","False",""
"4","4","Prologue to Phyresis","one","Near Mint","English","","","2024-01-11 08:28:50.603000","65","False","False",""
"3","3","Prophetic Prism","one","Near Mint","English","","","2024-01-11 09:06:01.860000","238","False","False",""
"1","1","Prophetic Prism","cmr","Near Mint","English","","","2024-01-11 09:02:14.033000","334","False","False",""
